PERIODO,EVENTO,MODALIDAD_DE_EJECUCION,COSTO_DE_OBRA-EXP_TEC,COSTO_ACTUALIZADO,RANGO_DE_INVERSION,SALDO_DE_INVERSION,TIPO_DE_OBRA,MACRO_REGION,ANO_INICIO_OBRA,ULT_AVANCE_MES,ULT_AVANCE_ANO,PLAZO_DE_EJECUCION,AVANCE_FISICO,NIVEL_DE_GOBIERNO,SECTOR,UNIDAD_ORGANICA,LEY_31589,INVENTARIO_OBRAS_PARALIZADAS_MEF,CAUSAL_PARALIZACION
202409,Proceso Normal,Contrata,8533579.91,8517320.39,> 3 - 10,2620901.39,"Vivienda, Construcción Y Saneamiento",Sur,2017,6,2024,379,68.13,G. Nacional,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO","SUBGERENCIA DE CONTROL DEL SECTOR VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",1,SI,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,3310802.35,3640110.85,> 3 - 10,350702.85,"Vivienda, Construcción Y Saneamiento",Centro,2017,8,2024,340,67.5,G. Nacional,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO","SUBGERENCIA DE CONTROL DEL SECTOR VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",1,SI,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,2500000,6239896.67,> 3 - 10,4250795.31,Otras Infraestructuras,Centro,2017,12,2022,180,83.81,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE AYACUCHO,1,NO,1 Abandono de obra
202409,Proceso Normal,Administración directa,350461.2,350461.2,< =1,88153.1,Transportes Y Comunicaciones,Centro,2016,5,2016,90,65.5,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE PUNO,1,NO,1 Abandono de obra
202409,Proceso Normal,Contrata,1376852.23,1550831,> 1 - 3,452387,"Vivienda, Construcción Y Saneamiento",Sur,2018,8,2023,90,69.86,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,1,SI,"3 Discrepancias, Controversias y Arbitraje"
202409,Proceso Normal,Administración directa,4009298.82,11016197.43,> 10 - 100,5433845.43,Educación/Cultura,Centro,2016,5,2019,180,87.45,G. Local,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE MOQUEGUA,1,NO,4 Conflictos sociales
202409,Proceso Normal,Administración directa,197618.96,240810.48,< =1,16564.36,Transportes Y Comunicaciones,Norte,2017,12,2023,60,96.82,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE APURÍMAC,1,SI,4 Conflictos sociales
202409,Reactivación Económica,Contrata,456411.44,4379411.75,> 3 - 10,347593.75,Agricultura,Sur,2018,8,2020,240,85.56,G. Local,AGRICULTURA,GERENCIA REGIONAL DE CONTROL DE CUSCO,1,NO,6 Disponibilidad de terreno
202409,Proceso Normal,Contrata,33481379.31,96719995.18,> 10 - 100,659528.18,Transportes Y Comunicaciones,Sur,2019,6,2024,180,87.67,G. Nacional,TRANSPORTES Y COMUNICACIONES,SUBGERENCIA DE CONTROL DEL SECTOR TRANSPORTES Y COMUNICACIONES,1,SI,"3 Discrepancias, Controversias y Arbitraje"
202409,Proceso Normal,Administración directa,1320054.36,9305602,> 3 - 10,7873317,Educación/Cultura,Oriente,2017,7,2024,120,95,G. Local,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE JUNÍN,1,SI,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Contrata,6700000,7853178,> 3 - 10,7853178,Energía Y Minas,Centro,2016,4,2022,240,60.19,G. Nacional,ENERGÍA Y MINAS,GERENCIA REGIONAL DE CONTROL DE LAMBAYEQUE,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,2670526.49,2663882.98,> 1 - 3,268879.98,"Vivienda, Construcción Y Saneamiento",Centro,2021,2,2023,180,89.91,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE HUÁNUCO,1,SI,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Contrata,5109329,5104637.03,> 3 - 10,0.03,"Vivienda, Construcción Y Saneamiento",Centro,2021,6,2022,240,82.03,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,1,NO,6 Disponibilidad de terreno
202409,Proceso Normal,Contrata,3460197.97,3460197.97,> 3 - 10,3150317.72,Transportes Y Comunicaciones,Norte,2018,9,2021,210,10.33,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE PASCO,0,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,430204.13,430204.13,< =1,135793.07,Otras Infraestructuras,Sur,2016,4,2019,120,85.85,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE PUNO,1,NO,1 Abandono de obra
202409,Proceso Normal,Administración directa,417917,417917.7,< =1,134949.44,Otras Infraestructuras,Sur,2016,3,2022,120,55.3,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE PUNO,1,NO,1 Abandono de obra
202409,Proceso Normal,Administración directa,1362798.03,1239757,> 1 - 3,1102560,Transportes Y Comunicaciones,Norte,2016,11,2018,120,62.29,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE CUSCO,1,NO,4 Conflictos sociales
202409,Proceso Normal,Contrata,3701861.17,3595184.5,> 3 - 10,1408457.5,"Vivienda, Construcción Y Saneamiento",Sur,2020,7,2024,120,65.26,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE PUNO,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,10899930.4,11390220.98,> 10 - 100,1046190.98,"Vivienda, Construcción Y Saneamiento",Centro,2019,7,2024,180,89.65,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE PUNO,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,19950222.55,22723053.47,> 10 - 100,4698579.47,"Vivienda, Construcción Y Saneamiento",Centro,2017,10,2018,540,52.29,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AREQUIPA,1,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Contrata,3459122.34,3503678.29,> 3 - 10,279920.29,Educación/Cultura,Centro,2017,6,2023,162,90.34,G. Regional,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE MOQUEGUA,1,SI,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,8298357.54,8298357.54,> 3 - 10,0.54,"Vivienda, Construcción Y Saneamiento",Centro,2020,6,2022,180,48.2,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AMAZONAS,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,7686437.81,11775884.16,> 10 - 100,4228244.16,"Vivienda, Construcción Y Saneamiento",Centro,2017,8,2024,210,67.5,G. Nacional,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO","SUBGERENCIA DE CONTROL DEL SECTOR VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",1,SI,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,558162.16,854435.11,< =1,519502.6,Transportes Y Comunicaciones,Norte,2018,7,2024,54,58.95,G. Regional,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE AMAZONAS,1,SI,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,10136709.8,10776696.8,> 10 - 100,2721922.31,"Vivienda, Construcción Y Saneamiento",Sur,2020,8,2022,300,58.32,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE HUÁNUCO,1,SI,"3 Discrepancias, Controversias y Arbitraje"
202409,Proceso Normal,Administración directa,284796.58,284796.58,< =1,26935.58,"Vivienda, Construcción Y Saneamiento",Sur,2016,7,2022,150,15.25,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE CUSCO,0,NO,10 Falta de Recursos Financieros y Liquidez
202409,Reactivación Económica,Contrata,5332116.49,5532838.68,> 3 - 10,30557.68,Educación/Cultura,Norte,2017,6,2022,180,87,G. Local,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE HUANCAVELICA,1,SI,2 Incumplimiento de contrato
202409,Proceso Normal,Administración directa,222027,249027.18,< =1,119796.18,Otras Infraestructuras,Sur,2016,12,2016,60,71.12,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,1,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,544561.76,544561.76,< =1,226833.19,Transportes Y Comunicaciones,Sur,2016,12,2016,120,86.05,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE HUANCAVELICA,1,SI,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,1593020.02,1877742.77,> 1 - 3,300818.12,"Vivienda, Construcción Y Saneamiento",Norte,2016,11,2018,150,57.04,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE CUSCO,1,SI,8 Interferencias
202409,Reactivación Económica,Contrata,4514259.65,5070190.3,> 3 - 10,157226.3,"Vivienda, Construcción Y Saneamiento",Norte,2017,5,2024,180,64.37,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE LA LIBERTAD,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,5867881.29,6300153.94,> 3 - 10,83318.94,"Vivienda, Construcción Y Saneamiento",Sur,2021,11,2022,240,73.98,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE ANCASH,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Administración directa,821039.55,821040,< =1,617879,Otras Infraestructuras,Sur,2017,7,2024,1095,17.87,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE CUSCO,0,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Contrata,1854378.03,1854378.03,> 1 - 3,297009.03,"Vivienda, Construcción Y Saneamiento",Centro,2022,10,2022,150,87.49,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE MOQUEGUA,1,NO,"3 Discrepancias, Controversias y Arbitraje"
202409,Proceso Normal,Administración directa,1508834.12,1508834.12,> 1 - 3,1109598.71,Otras Infraestructuras,Oriente,2016,8,2018,180,23.86,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE PUNO,0,NO,1 Abandono de obra
202409,Proceso Normal,Contrata,1029953.94,1450007.71,> 1 - 3,366824.71,Educación/Cultura,Centro,2018,12,2023,105,99.42,G. Local,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE PIURA,1,NO,"3 Discrepancias, Controversias y Arbitraje"
202409,Proceso Normal,Administración directa,3098781.5,3098781.51,> 3 - 10,2738119,Agricultura,Centro,2016,6,2018,270,14.87,G. Local,AGRICULTURA,GERENCIA REGIONAL DE CONTROL DE AREQUIPA,0,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,1246350.18,1246350.18,> 1 - 3,839782.18,Transportes Y Comunicaciones,Centro,2016,9,2018,240,38.94,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE PUNO,0,NO,1 Abandono de obra
202409,Proceso Normal,Administración directa,18179798.61,17916433,> 10 - 100,6615661,"Vivienda, Construcción Y Saneamiento",Sur,2020,2,2024,240,32.23,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AMAZONAS,0,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,112693.91,97034.46,< =1,66614.46,Transportes Y Comunicaciones,Norte,2016,2,2020,45,34.8,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE JUNÍN,0,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,2131394,1457102,> 1 - 3,806860.66,Agricultura,Norte,2016,9,2018,120,20,G. Local,AGRICULTURA,GERENCIA REGIONAL DE CONTROL DE LIMA PROVINCIAS,0,NO,1 Abandono de obra
202409,Proceso Normal,Administración directa,475093.04,888697.18,< =1,310391.68,Otras Infraestructuras,Centro,2018,11,2023,90,69.29,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE APURÍMAC,1,SI,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Contrata,3822556.79,3593256.43,> 3 - 10,8000.43,"Vivienda, Construcción Y Saneamiento",Centro,2022,7,2024,150,55.72,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE JUNÍN,1,NO,6 Disponibilidad de terreno
202409,Proceso Normal,Contrata,18115440.75,23550968.82,> 10 - 100,3935767.82,Transportes Y Comunicaciones,Centro,2018,5,2021,300,71.79,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE AMAZONAS,1,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Contrata,6179822.79,11950931.22,> 10 - 100,6368683.22,Orden Público/Defensa Y Seguridad,Sur,2021,8,2023,240,45.88,G. Local,ORDEN PÚBLICO/DEFENSA Y SEGURIDAD,GERENCIA REGIONAL DE CONTROL DE HUÁNUCO,1,SI,2 Incumplimiento de contrato
202409,Proceso Normal,Administración directa,299898,299898.39,< =1,141055.39,Agricultura,Norte,2017,5,2023,60,52.99,G. Local,AGRICULTURA,GERENCIA REGIONAL DE CONTROL DE AYACUCHO,1,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,334174.67,334174.67,< =1,39854.67,Transportes Y Comunicaciones,Centro,2016,1,2021,60,70.12,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE ANCASH,1,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,282218.69,282218.69,< =1,189579.69,Transportes Y Comunicaciones,Centro,2016,2,2018,90,32.79,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,0,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,1618029.45,1618029.43,> 1 - 3,1188502.43,Transportes Y Comunicaciones,Norte,2017,9,2022,120,15.73,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE CUSCO,0,NO,1 Abandono de obra
202409,Proceso Normal,Administración directa,242140.22,242140.22,< =1,182679.42,Otras Infraestructuras,Norte,2016,7,2016,60,20,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE LA LIBERTAD,0,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Contrata,3231230,3296230,> 3 - 10,304274,Transportes Y Comunicaciones,Centro,2018,3,2021,180,91.26,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE SAN MARTÍN,1,NO,5 Deficiencia en el Expediente Técnico
202409,Proceso Normal,Contrata,26283892.54,24055187.73,> 10 - 100,14852747.32,"Vivienda, Construcción Y Saneamiento",Sur,2020,2,2022,365,9.73,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE PUNO,0,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,678260.61,955507.47,< =1,705749.47,Otras Infraestructuras,Centro,2018,6,2018,90,63.18,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE LIMA PROVINCIAS,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Administración directa,500000,549764.23,< =1,64610.23,Otras Infraestructuras,Norte,2018,7,2024,120,78.85,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE AYACUCHO,1,NO,6 Disponibilidad de terreno
202409,Proceso Normal,Contrata,388634.04,388634.04,< =1,229804.04,"Vivienda, Construcción Y Saneamiento",Sur,2017,5,2021,90,40.87,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE LIMA METROPOLITANA,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Administración directa,194373.65,194373.65,< =1,133132.15,"Vivienda, Construcción Y Saneamiento",Centro,2016,11,2017,120,51.35,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE PUNO,1,NO,1 Abandono de obra
202409,Proceso Normal,Administración directa,3193066.61,3243439.34,> 3 - 10,2153861.34,Protección/Readaptación Social,Sur,2020,2,2024,120,47.9,G. Local,PROTECCIÓN/READAPTACIÓN SOCIAL,GERENCIA REGIONAL DE CONTROL DE PUNO,0,SI,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,146791.06,146791.06,< =1,64707.06,Otras Infraestructuras,Centro,2016,2,2023,1080,56.52,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE PUNO,1,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Contrata,299906.13,319906.13,< =1,74343.13,Educación/Cultura,Norte,2018,8,2018,60,74.69,G. Local,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE AREQUIPA,1,NO,8 Interferencias
202409,Proceso Normal,Contrata,96271397.54,105312765.02,> 100 - 200,50072682.02,"Vivienda, Construcción Y Saneamiento",Centro,2020,8,2024,540,25.22,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,0,SI,"3 Discrepancias, Controversias y Arbitraje"
202409,Proceso Normal,Administración directa,298758.3,298758.3,< =1,251789.3,Energía Y Minas,Centro,2016,2,2022,90,49.64,G. Local,ENERGÍA Y MINAS,GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,0,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,455335.82,455335.82,< =1,79517.85,Otras Infraestructuras,Sur,2016,7,2018,120,53.86,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE PUNO,1,NO,1 Abandono de obra
202409,Proceso Normal,Por núcleo ejecutor,1867293.94,2146891.74,> 1 - 3,1965728.74,"Vivienda, Construcción Y Saneamiento",Sur,2021,5,2024,360,16.5,G. Nacional,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO","SUBGERENCIA DE CONTROL DEL SECTOR VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",0,NO,"7 Falta de Permisos, Licencias y Autorizaciones"
202409,Proceso Normal,Por núcleo ejecutor,1789390.95,2068988.75,> 1 - 3,1916273.75,"Vivienda, Construcción Y Saneamiento",Centro,2021,5,2024,360,80.38,G. Nacional,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO","SUBGERENCIA DE CONTROL DEL SECTOR VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",0,NO,1 Abandono de obra
202409,Proceso Normal,Contrata,9502553,9408569.59,> 3 - 10,8800.59,"Vivienda, Construcción Y Saneamiento",Centro,2020,3,2022,240,93.88,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,1,SI,6 Disponibilidad de terreno
202409,Proceso Normal,Administración directa,1109014.85,875618.2,< =1,354053.2,Otras Infraestructuras,Centro,2017,6,2021,180,65.64,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE HUANCAVELICA,1,NO,1 Abandono de obra
202409,Proceso Normal,Contrata,76910775.59,119653042.789999,> 100 - 200,58191714.44,"Vivienda, Construcción Y Saneamiento",Centro,2018,7,2024,900,67.46,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE LA LIBERTAD,1,NO,"3 Discrepancias, Controversias y Arbitraje"
202409,Proceso Normal,Administración directa,19044569.88,19044569.88,> 10 - 100,16973087.88,Otras Infraestructuras,Centro,2018,8,2023,540,7.47,G. Regional,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE APURÍMAC,0,NO,"7 Falta de Permisos, Licencias y Autorizaciones"
202409,Proceso Normal,Administración directa,152169.71,128196.3,< =1,64009.2,Transportes Y Comunicaciones,Centro,2016,2,2020,60,63.48,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE JUNÍN,1,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Contrata,686002.32,735922.98,< =1,516607.98,Orden Público/Defensa Y Seguridad,Oriente,2017,5,2021,90,50.9,G. Local,ORDEN PÚBLICO/DEFENSA Y SEGURIDAD,GERENCIA REGIONAL DE CONTROL DE LIMA METROPOLITANA,1,SI,9 Eventos Climáticos
202409,Proceso Normal,Administración directa,251338.93,273838.93,< =1,21873.26,Transportes Y Comunicaciones,Sur,2016,12,2016,90,92.5,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE LIMA PROVINCIAS,1,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,204304.5,204304.5,< =1,21884.46,Transportes Y Comunicaciones,Norte,2017,6,2023,45,85.7,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE HUANCAVELICA,1,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Contrata,10338343,18310259.45,> 10 - 100,13175547.22,Otras Infraestructuras,Centro,2018,8,2024,210,29.16,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE UCAYALI,0,SI,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,368655.33,380602.49,< =1,250602.49,Transportes Y Comunicaciones,Centro,2018,1,2019,60,35.95,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE AYACUCHO,0,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,179157,179157.43,< =1,66386.43,Energía Y Minas,Centro,2016,6,2017,35,72.45,G. Local,ENERGÍA Y MINAS,GERENCIA REGIONAL DE CONTROL DE PUNO,1,NO,1 Abandono de obra
202409,Proceso Normal,Administración directa,209796.72,209796.72,< =1,35635.12,"Vivienda, Construcción Y Saneamiento",Centro,2016,3,2017,60,60.19,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE PUNO,1,NO,4 Conflictos sociales
202409,Proceso Normal,Administración directa,189254.58,189254.58,< =1,108604.58,Otras Infraestructuras,Centro,2018,6,2024,60,19.34,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE PASCO,0,NO,1 Abandono de obra
202409,Proceso Normal,Contrata,14296842.41,14554988.89,> 10 - 100,7432741.89,Agricultura,Centro,2018,6,2021,360,33.5,G. Nacional,AGRICULTURA,SUBGERENCIA DE CONTROL DEL SECTOR AGRICULTURA Y AMBIENTE,0,SI,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,2863205.96,3575473.1,> 3 - 10,280613.1,"Vivienda, Construcción Y Saneamiento",Sur,2022,4,2024,150,57.25,G. Nacional,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO","SUBGERENCIA DE CONTROL DEL SECTOR VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",1,SI,2 Incumplimiento de contrato
202409,Proceso Normal,Por núcleo ejecutor,1794452.52,2248814.42,> 1 - 3,2067586.42,"Vivienda, Construcción Y Saneamiento",Centro,2021,5,2024,150,27.2,G. Nacional,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO","SUBGERENCIA DE CONTROL DEL SECTOR VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",0,NO,1 Abandono de obra
202409,Proceso Normal,Contrata,2873599,2959460,> 1 - 3,1952629.72,Agricultura,Sur,2018,9,2022,120,44.04,G. Local,AGRICULTURA,GERENCIA REGIONAL DE CONTROL DE LA LIBERTAD,1,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Contrata,16292399.26,15848674.98,> 10 - 100,1339252.98,"Vivienda, Construcción Y Saneamiento",Sur,2017,7,2024,210,98.52,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,1,SI,5 Deficiencia en el Expediente Técnico
202409,Proceso Normal,Contrata,18263735,19069487.84,> 10 - 100,4684282.84,"Vivienda, Construcción Y Saneamiento",Centro,2018,5,2022,540,55.71,G. Regional,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE ANCASH,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,5685202.06,6721578.96,> 3 - 10,1022026.96,Transportes Y Comunicaciones,Sur,2022,7,2024,180,27.64,G. Regional,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE ANCASH,0,NO,5 Deficiencia en el Expediente Técnico
202409,Proceso Normal,Contrata,4121414.2,4585716.25,> 3 - 10,475278.25,"Vivienda, Construcción Y Saneamiento",Centro,2021,6,2022,180,40,G. Regional,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE HUÁNUCO,1,SI,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,533389.54,4042139.54,> 3 - 10,2564501.54,Otras Infraestructuras,Sur,2021,11,2021,60,9.27,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE LIMA METROPOLITANA,0,SI,4 Conflictos sociales
202409,Proceso Normal,Contrata,1850152.24,2039669.35,> 1 - 3,219094.35,"Vivienda, Construcción Y Saneamiento",Sur,2017,11,2019,120,93,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE LIMA PROVINCIAS,1,SI,6 Disponibilidad de terreno
202409,Proceso Normal,Contrata,248609.83,268610,< =1,69399,Energía Y Minas,Sur,2018,9,2018,60,62.8,G. Local,ENERGÍA Y MINAS,GERENCIA REGIONAL DE CONTROL DE LIMA PROVINCIAS,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Administración directa,352557.66,352557.66,< =1,269557.66,"Vivienda, Construcción Y Saneamiento",Sur,2016,12,2017,90,17.59,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE JUNÍN,0,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,2872400.48,2620047.53,> 1 - 3,271193.53,Otras Infraestructuras,Sur,2017,7,2023,516,55.8,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE CUSCO,1,NO,"3 Discrepancias, Controversias y Arbitraje"
